To Date,AQI,CO (mg/m³),NO₂ (µg/m³ ),O₃ (µg/m³ ),H₂S (µg/m³ ),NO (µg/m³ ),SO₂ (µg/m³),R. Humidity (%),Leq (dB),Light (Lux),Lmax (dB),Lmin (dB),PM₂.₅ (µg/m³ ),PM₁₀ (µg/m³),PM₁ (µg/m³ ),Temperature (°C),UV ( Index),Wind Direction (degree),Wind Speed (m/s),Station,CO₂ (ppm),Battery (%),Month,Month Index,Day,Day Index,Hour,Year,Date,Wind Speed (km/h),Wind Direction (compass)
2020-03-15 00:59:00,15,1.57,6.3,13,17.9,0,11.55,34.06,62.26,2904.65,78.6,44.44,0,0,0,20.38,0.33,211.22,3.98,Secondary Runway 02,467.51,0,March,3,Sunday,6,0,2020,2020-03-15,14.328,SSW
2020-03-15 00:59:00,15,1.57,16.84,2.94,15.4,0,24.58,33.06,70.59,4524,86.27,53.13,0,0,0,22.24,0.66,215.13,3.88,Primary Runway,425.4,0,March,3,Sunday,6,0,2020,2020-03-15,13.968,SW
2020-03-15 00:59:00,15,1.58,13.98,14.43,16.34,0,18.1,33.72,60.62,6576.02,72.52,47.99,0,0,0,21.71,0.6,211.27,3.96,Royal Terminal,440.7,0,March,3,Sunday,6,0,2020,2020-03-15,14.256,SSW
2020-03-15 00:59:00,17,1.57,17.91,21.87,16.34,0,19.89,33.92,62.21,5407.06,73.41,51.01,4.13,4.13,4.08,23.15,0.48,218.61,3.93,Privet Aviation,420.45,0,March,3,Sunday,6,0,2020,2020-03-15,14.148,SW
2020-03-15 00:59:00,22,1.56,6.7,22.28,13.03,3.53,10.61,32.92,65.7,4023.13,80.71,49.18,5.31,13.5,1.05,22.19,0.43,214.26,3.9,Secondary Runway 01,0,0,March,3,Sunday,6,0,2020,2020-03-15,14.04,SW
2020-03-15 00:59:00,18,1.59,16.97,4.93,21.62,0,34.45,30.94,66.2,4447.75,75.19,59.79,0,0,0,23.18,0.51,213.04,3.94,Fire Station,506.28,0,March,3,Sunday,6,0,2020,2020-03-15,14.184,SSW
2020-03-16 00:59:00,20,1.49,14.96,23.72,11.74,0.81,11.34,34.67,56.34,17557.01,70.09,45.2,4.77,4.77,4.71,24.57,1.65,310,3.95,Privet Aviation,425.77,0,March,3,Monday,0,0,2020,2020-03-16,14.22,NW
2020-03-16 00:59:00,15,1.51,8.66,20.69,10.23,4.48,14.86,34.11,60.7,7919.16,75.46,46.78,2.39,5.39,0.52,22.52,0.92,301.74,3.97,Secondary Runway 01,0,0,March,3,Monday,0,0,2020,2020-03-16,14.292,WNW
2020-03-16 00:59:00,15,1.5,16.37,6.38,12.56,0.13,18.68,33.59,65.36,15147.14,82.81,46.74,0,0,0,22.94,1.77,300,4,Primary Runway,434.84,0,March,3,Monday,0,0,2020,2020-03-16,14.4,WNW
2020-03-16 00:59:00,15,1.52,10.95,15.9,16.61,0,13.86,34.32,52.02,18408.98,63.19,46,0,0,0,22.86,1.78,303.48,4.12,Royal Terminal,445.19,0,March,3,Monday,0,0,2020,2020-03-16,14.832,WNW
2020-03-16 00:59:00,15,1.5,5.06,14.19,14.71,0.13,6.37,35.42,58.32,5688.17,73.28,45.18,0,0,0,20.36,0.59,298.1,4.21,Secondary Runway 02,464.4,0,March,3,Monday,0,0,2020,2020-03-16,15.156,WNW
2020-03-16 00:59:00,70,1.53,10.18,18.26,5.94,0.56,8.62,34.14,73.36,19119.2,87.93,61.41,21.34,51.55,4.96,21.98,1.5,301.82,4,Air Cargo,0,0,March,3,Monday,0,0,2020,2020-03-16,14.4,WNW
2020-03-16 00:59:00,15,1.51,13.57,9.62,17.69,0,28.14,32.98,62.42,12891.46,70.62,58.45,0,0,0,23.29,1.42,303.04,3.94,Fire Station,499.33,0,March,3,Monday,0,0,2020,2020-03-16,14.184,WNW
2020-03-16 00:59:00,16,1.55,15,15.82,17.9,9.83,18.47,32.52,57.59,19735.58,69.05,51.12,3.77,12.51,0.75,23.57,1.77,284.29,4.09,ATC Tower,507.21,0,March,3,Monday,0,0,2020,2020-03-16,14.724,WNW
2020-03-17 00:59:00,15,1.53,6.23,14.61,15.63,2.7,5.11,31.49,50,9479.63,63.98,43.53,0,0,0,21.68,0.95,164.82,2.43,Secondary Runway 02,465.76,0,March,3,Tuesday,1,0,2020,2020-03-17,8.748,SSE
2020-03-17 00:59:00,15,1.59,14.32,18.22,18.37,12.83,14.96,31.99,56.39,18220.94,68.67,48.95,0.59,2.96,0.12,22.99,1.9,150.35,2.15,ATC Tower,499.19,0,March,3,Tuesday,1,0,2020,2020-03-17,7.74,SSE
2020-03-17 00:59:00,15,1.5,19.14,7.83,15.56,4.53,26.83,29.94,66.9,10912.88,85.82,45.87,0,0,0,24.2,2.15,162.18,2.4,Primary Runway,436.63,0,March,3,Tuesday,1,0,2020,2020-03-17,8.64,SSE
2020-03-17 00:59:00,20,1.5,15.56,25.95,15,0.53,12.31,32.32,54.56,15336.22,68.53,43.17,4.77,4.77,4.71,24.93,1.57,172.83,2.34,Privet Aviation,427.08,0,March,3,Tuesday,1,0,2020,2020-03-17,8.424,S
2020-03-17 00:59:00,15,1.54,12.51,16.41,22.18,0,16.74,30.55,49.87,17345.97,60.92,44.47,0,0,0,24.23,1.86,151.59,2.28,Royal Terminal,447.21,0,March,3,Tuesday,1,0,2020,2020-03-17,8.208,SSE
2020-03-17 00:59:00,15,1.55,9.73,20.52,6.29,0.98,9.01,31.67,70.13,19864.89,85.02,56.6,3.55,13.22,0.79,22.29,1.6,163.41,2.4,Air Cargo,0,0,March,3,Tuesday,1,0,2020,2020-03-17,8.64,SSE
2020-03-17 00:59:00,16,1.54,13.94,10.7,19.57,0.2,29.92,28.58,60.37,12527.22,66.33,57.96,0,0,0,24.78,1.53,157.64,2.23,Fire Station,508.07,0,March,3,Tuesday,1,0,2020,2020-03-17,8.028,SSE
2020-03-17 00:59:00,15,1.53,10.71,20.93,10.91,12.07,19.99,31.01,53.5,10172.66,67.65,46.37,0.58,2.21,0.12,23.64,1.39,154,2.33,Secondary Runway 01,0,0,March,3,Tuesday,1,0,2020,2020-03-17,8.388,SSE
2020-03-18 00:59:00,35,1.56,9.82,19.16,7.14,0.16,8.46,29.66,71.41,17705.03,85.67,57.07,8.39,25.03,1.97,24.51,1.37,142.61,3.9,Air Cargo,0,0,March,3,Wednesday,2,0,2020,2020-03-18,14.04,SE
2020-03-18 00:59:00,15,1.54,8.36,24.13,7.74,12.97,16.3,28.69,65.02,12188.9,77.86,47.41,0.85,2.73,0.19,25.82,1.4,144.5,4.07,Secondary Runway 01,0,0,March,3,Wednesday,2,0,2020,2020-03-18,14.652,SE
2020-03-18 00:59:00,15,1.53,18.08,5.3,14.83,0.04,18.6,29.66,65.96,13427.2,83.31,50.11,0,0,0,25.38,1.61,144.17,3.87,Primary Runway,430.48,0,March,3,Wednesday,2,0,2020,2020-03-18,13.932,SE
2020-03-18 00:59:00,15,1.54,6.53,14.84,15.33,0.53,5.5,30.54,59.99,9749.02,73.56,43.65,0,0,0,23.6,0.94,143.91,3.93,Secondary Runway 02,465.02,0,March,3,Wednesday,2,0,2020,2020-03-18,14.148,SE
2020-03-18 00:59:00,15,1.56,16,16.55,10.87,0,8.52,31.07,64.38,21340.53,74.63,49.53,0,0,0,24.6,2.02,142.5,4.12,Royal Terminal,447.03,0,March,3,Wednesday,2,0,2020,2020-03-18,14.832,SE
2020-03-18 00:59:00,15,1.56,17.29,15.23,18.08,12.58,17.89,28.71,61.43,18663.18,78.36,50.09,1.27,5.3,0.25,25.9,1.74,145.24,3.93,ATC Tower,494.06,0,March,3,Wednesday,2,0,2020,2020-03-18,14.148,SE
2020-03-18 00:59:00,17,1.57,18.67,8.99,20.73,0,32.78,25.9,61.7,15639.07,70.2,57.77,0,0,0,27.52,1.63,142.86,3.96,Fire Station,502.54,0,March,3,Wednesday,2,0,2020,2020-03-18,14.256,SE
2020-03-18 00:59:00,15,1.53,17.37,24.48,16.7,0.21,15.56,30.08,56.22,13205.17,69.37,46.34,3.14,3.14,3.1,26.87,1.28,144.29,3.89,Privet Aviation,425.1,0,March,3,Wednesday,2,0,2020,2020-03-18,14.004,SE
2020-03-19 00:59:00,23,1.52,14.28,7.56,21.51,0,42.63,25.84,61.72,12938.38,70.02,57.67,0,0,0,27.1,1.35,174.35,3.91,Fire Station,498.27,0,March,3,Thursday,3,0,2020,2020-03-19,14.076,S
2020-03-19 00:59:00,15,1.51,4.22,12.15,19.72,1.99,11.84,29.17,52.13,9778.26,66.97,42.64,0,0,0,24.37,0.92,179.13,3.8,Secondary Runway 02,461.53,0,March,3,Thursday,3,0,2020,2020-03-19,13.68,S
2020-03-19 00:59:00,15,1.53,11.42,15.04,18.3,0.17,17.5,30.5,54.52,17862.2,66.58,43.79,0,0,0,24.79,1.62,183.64,3.81,Royal Terminal,440.36,0,March,3,Thursday,3,0,2020,2020-03-19,13.716,S
2020-03-19 00:59:00,15,1.51,7.49,19.99,10.58,11.83,28.77,28.42,56.63,8199.18,70.99,46.86,1.41,3.52,0.32,25.74,0.91,195.71,3.65,Secondary Runway 01,0,0,March,3,Thursday,3,0,2020,2020-03-19,13.14,SSW
2020-03-19 00:59:00,15,1.52,16.86,4.16,17.38,0.16,23.66,29.08,65.57,11600.57,83.97,47.87,0,0,0,25.19,1.25,172.61,3.71,Primary Runway,428.89,0,March,3,Thursday,3,0,2020,2020-03-19,13.356,S
2020-03-19 00:59:00,18,1.51,15.62,24.89,13.27,1.25,14.65,31.11,60,14780.95,71.99,50.5,4.43,4.43,4.38,25.85,1.21,181.43,3.77,Privet Aviation,421.23,0,March,3,Thursday,3,0,2020,2020-03-19,13.572,S
2020-03-19 00:59:00,52,1.57,10.24,15.55,13.65,0.28,32.72,27.78,71.83,18133.8,86.26,57.3,12.25,35.32,2.73,25.52,1.33,195,3.98,Air Cargo,0,0,March,3,Thursday,3,0,2020,2020-03-19,14.328,SSW
2020-03-19 00:59:00,15,1.54,18.63,13.68,21.79,8.12,28.35,28.31,62.04,16350.25,75.43,49.91,2.1,8.2,0.4,25.72,1.43,182.27,3.83,ATC Tower,493.76,0,March,3,Thursday,3,0,2020,2020-03-19,13.788,S
2020-03-20 00:59:00,16,1.54,12.57,13.88,18.22,1.63,30.84,21.35,60.73,13195.52,67.01,57.67,0,0,0,25.1,1.36,74.91,3.23,Fire Station,505.21,0,March,3,Friday,4,0,2020,2020-03-20,11.628,ENE
2020-03-20 00:59:00,15,1.53,10.41,22.87,8.29,11.09,15.09,23.91,55.26,10819.41,71.35,46.35,1.45,4.51,0.29,23.97,1.3,74.48,3.28,Secondary Runway 01,0,0,March,3,Friday,4,0,2020,2020-03-20,11.808,ENE
2020-03-20 00:59:00,43,1.53,9.05,23.73,2.93,2.63,4.53,25.52,70.41,19301.85,85.36,57.69,10.29,31.15,2.21,21.75,1.48,59.17,3.17,Air Cargo,0,0,March,3,Friday,4,0,2020,2020-03-20,11.412,ENE
2020-03-20 00:59:00,15,1.53,11.54,18.59,14.77,2.56,9.77,24.01,51.31,21184.16,65.21,43.95,0,0,0,24,2.01,72.38,3.2,Royal Terminal,444.02,0,March,3,Friday,4,0,2020,2020-03-20,11.52,ENE
2020-03-20 00:59:00,15,1.52,5.95,16.45,14.22,1.47,1,24.65,53.57,8565.76,68.55,45.33,0,0,0,22.16,0.89,77.37,3.01,Secondary Runway 02,463.11,0,March,3,Friday,4,0,2020,2020-03-20,10.836,ENE
2020-03-20 00:59:00,22,1.5,14.11,25.6,14.87,2.81,11.16,23.35,53.36,15202.63,67.13,43.95,5.29,5.29,5.23,25.81,1.38,72.5,3.31,Privet Aviation,425.61,0,March,3,Friday,4,0,2020,2020-03-20,11.916,ENE
2020-03-20 00:59:00,15,1.55,14.45,19.81,14.84,12.71,14.17,24.29,60.74,20411.38,76.28,49.05,1.62,7.14,0.3,23.47,1.9,74.68,3.29,ATC Tower,492.57,0,March,3,Friday,4,0,2020,2020-03-20,11.844,ENE
2020-03-20 00:59:00,15,1.5,18.01,11.35,12.88,6.87,25.7,23.7,62.85,11899.19,81.43,44.95,0,0,0,23.57,1.68,74.91,3.23,Primary Runway,426.57,0,March,3,Friday,4,0,2020,2020-03-20,11.628,ENE
2020-03-21 00:59:00,16,1.6,10.39,16.26,20.02,0.23,8.49,39.54,54.99,9155.42,67.83,45.6,0,0,0,23.12,0.8,135.91,2.68,Secondary Runway 02,486.9,0,March,3,Saturday,5,0,2020,2020-03-21,9.648,SE
2020-03-21 00:59:00,20,1.59,23.11,29.68,20.17,0.44,16.9,38.43,56.45,15740.8,67.93,47.34,4.78,4.78,4.72,26.65,1.28,135.45,2.56,Privet Aviation,437.32,0,March,3,Saturday,5,0,2020,2020-03-21,9.216,SE
2020-03-21 00:59:00,16,1.6,10.67,25.38,12.41,9.01,16.58,38.85,58.46,10248.42,72.14,45.97,0.94,2.34,0.23,24.85,1.14,137.39,2.63,Secondary Runway 01,0,0,March,3,Saturday,5,0,2020,2020-03-21,9.468,SE
2020-03-21 00:59:00,34,1.62,14.21,20.69,12.78,0.07,19.36,39.53,68.33,17416.97,82.92,55.03,8.05,21.46,2.03,24.5,1.22,138.5,2.63,Air Cargo,0,0,March,3,Saturday,5,0,2020,2020-03-21,9.468,SE
2020-03-21 00:59:00,16,1.61,19.25,17.63,19.6,1.1,16.74,39.05,56.28,19579.42,67.4,44.96,0,0,0,24.04,1.68,135.71,2.75,Royal Terminal,448.1,0,March,3,Saturday,5,0,2020,2020-03-21,9.9,SE
2020-03-21 00:59:00,15,1.58,23.47,5.6,19.35,0.09,27.27,39.95,62.96,12676.18,80.95,47.47,0,0,0,24.38,1.41,137.37,2.64,Primary Runway,406.36,0,March,3,Saturday,5,0,2020,2020-03-21,9.504,SE
2020-03-21 00:59:00,21,1.61,22.32,9.21,24.69,0,39.09,36.79,60.26,11838.31,67.47,57.28,0,0,0,25.95,1.15,137.62,2.59,Fire Station,500.36,0,March,3,Saturday,5,0,2020,2020-03-21,9.324,SE
2020-03-21 00:59:00,16,1.62,21.09,17.94,23.53,9.4,20.86,38.23,59.14,18337.2,74.36,48.75,1.37,4.61,0.3,25.02,1.66,136.96,2.63,ATC Tower,503.82,0,March,3,Saturday,5,0,2020,2020-03-21,9.468,SE
2020-03-22 00:59:00,31,1.53,4.59,19.83,10.82,20.85,22.98,15.21,54.03,10662.24,69.45,45.18,7.5,25.86,1.12,25.71,1.42,260,3.27,Secondary Runway 01,0,0,March,3,Sunday,6,0,2020,2020-03-22,11.772,W
2020-03-22 00:59:00,20,1.51,9.63,8.01,19.78,0.32,37.28,12.89,61.92,14066.45,70.73,57.87,0,0,0,27.3,1.63,266.67,3.37,Fire Station,497.34,0,March,3,Sunday,6,0,2020,2020-03-22,12.132,W
2020-03-22 00:59:00,15,1.5,10.22,6.4,14.61,3.98,23.84,15.46,58.85,11758.63,74.22,45.73,0,0,0,25.61,1.93,267,3.41,Primary Runway,395.82,0,March,3,Sunday,6,0,2020,2020-03-22,12.276,W
2020-03-22 00:59:00,20,1.51,9.65,20.42,15.26,2.69,16.32,16.17,57,15368.22,69.79,45.5,4.82,4.82,4.77,26.4,1.48,267.39,3.27,Privet Aviation,430.81,0,March,3,Sunday,6,0,2020,2020-03-22,11.772,W
2020-03-22 00:59:00,86,1.56,4.38,16,11.18,3.61,22.14,14.14,65.7,22028.74,80.08,55.55,29,106.85,4.92,25.86,1.77,267.14,3.29,Air Cargo,0,0,March,3,Sunday,6,0,2020,2020-03-22,11.844,W
2020-03-22 00:59:00,39,1.57,8.09,16.49,19.97,19.56,21.85,15.17,56.39,15984.94,70.73,47.67,9.44,39.1,1.36,25.77,1.75,265.22,3.3,ATC Tower,497.59,0,March,3,Sunday,6,0,2020,2020-03-22,11.88,W
2020-03-22 00:59:00,15,1.54,6.53,14.45,19.28,0.75,18.42,16.26,55.92,19461.57,68.43,42.4,0,0,0,25.17,1.92,265.65,3.34,Royal Terminal,440.33,0,March,3,Sunday,6,0,2020,2020-03-22,12.024,W
2020-03-22 00:59:00,15,1.51,1.47,12.6,17.99,9.02,10.56,13.88,48.43,7146.52,65.36,40.58,0,0,0,24.28,0.77,258,3.41,Secondary Runway 02,474.63,0,March,3,Sunday,6,0,2020,2020-03-22,12.276,WSW
2020-03-23 00:59:00,15,1.54,3.46,19.04,14.05,2.25,4.66,23.7,54.75,9376.07,70.28,41.73,0,0,0,15.92,0.95,318.57,4.29,Secondary Runway 02,487.92,0,March,3,Monday,0,0,2020,2020-03-23,15.444,NW
2020-03-23 00:59:00,15,1.54,5.78,25.5,11.88,6,2.65,22.14,59.22,10603.77,73.57,45.73,2.28,6.8,0.4,18.08,1.14,320,4.26,Secondary Runway 01,0,0,March,3,Monday,0,0,2020,2020-03-23,15.336,NW
2020-03-23 00:59:00,15,1.55,9.62,14.35,16.89,0,21.8,20.34,62.42,12497.95,71.64,58.03,0,0,0,19.13,1.48,320,4.14,Fire Station,507.87,0,March,3,Monday,0,0,2020,2020-03-23,14.904,NW
2020-03-23 00:59:00,21,1.53,10.39,27.9,10.16,3.28,10.35,22.67,56.84,15496.24,70.1,44.79,4.98,4.98,4.92,19.4,1.51,322.61,4.45,Privet Aviation,431.11,0,March,3,Monday,0,0,2020,2020-03-23,16.02,NW
2020-03-23 00:59:00,15,1.57,4.4,25.01,15.37,17.56,6.55,21.93,55.67,18662.6,69.6,47.92,3.02,15.18,0.48,18.32,1.83,320,4.36,ATC Tower,493.89,0,March,3,Monday,0,0,2020,2020-03-23,15.696,NW
2020-03-23 00:59:00,15,1.54,8.81,19.67,11.11,0.06,7.68,22.52,49.64,16853.45,65.96,41.2,0,0,0,17.77,1.55,320,4.07,Royal Terminal,440.01,0,March,3,Monday,0,0,2020,2020-03-23,14.652,NW
2020-03-23 00:59:00,15,1.53,10.71,12.43,10.38,2.7,10.9,22.15,59.42,12207.72,74.6,45.61,0,0,0,18.23,1.82,321.67,4.38,Primary Runway,418.25,0,March,3,Monday,0,0,2020,2020-03-23,15.768,NW
2020-03-23 00:59:00,57,1.55,5.8,23.72,5.77,0.72,8.86,20.05,64.06,19310.39,79.12,52.9,15.08,55.42,2.65,18.44,1.45,321.9,4.46,Air Cargo,0,0,March,3,Monday,0,0,2020,2020-03-23,16.056,NW
2020-03-24 00:59:00,15,1.54,8.3,13.04,10.04,47.37,12.1,15.58,56.16,8807.19,72.56,45.33,0,0,0,19.54,1.92,255.25,3.28,Primary Runway,419.3,0,March,3,Tuesday,1,0,2020,2020-03-24,11.808,WSW
2020-03-24 00:59:00,15,1.55,8.15,13.96,15.89,16.53,23.61,14.42,60.89,12508.08,69.2,57.78,0,0,0,20.59,1.6,233.73,3.21,Fire Station,508.65,0,March,3,Tuesday,1,0,2020,2020-03-24,11.556,SW
2020-03-24 00:59:00,15,1.59,4.44,24.99,13.58,49.29,9.54,15.05,53.61,21492.61,67.29,45.95,0.28,1.68,0.06,20.13,2.43,249.75,3.3,ATC Tower,491.48,0,March,3,Tuesday,1,0,2020,2020-03-24,11.88,WSW
2020-03-24 00:59:00,15,1.54,6.94,19.63,9.48,19.82,7.78,16.25,49.76,21314.01,65.15,41.31,0,0,0,19.92,2.25,243.9,3.33,Royal Terminal,436.92,0,March,3,Tuesday,1,0,2020,2020-03-24,11.988,WSW
2020-03-24 00:59:00,15,1.57,4.33,23.19,5.21,1.44,8.04,14.05,65.73,20913.07,81.02,52.81,2.24,9.16,0.49,19.67,1.8,253.05,3.21,Air Cargo,0,0,March,3,Tuesday,1,0,2020,2020-03-24,11.556,WSW
2020-03-24 00:59:00,15,1.54,5.25,24.07,9.88,9.04,8.91,15.23,53.28,7490.13,69.88,44.48,0.22,0.73,0.05,19.98,1.13,225.81,3.24,Secondary Runway 01,0,0,March,3,Tuesday,1,0,2020,2020-03-24,11.664,SW
2020-03-24 00:59:00,15,1.55,1.9,17.92,12.36,6.1,6,16.6,49.58,10009.57,67.02,41.04,0,0,0,17.12,1.19,226.76,3.29,Secondary Runway 02,487.7,0,March,3,Tuesday,1,0,2020,2020-03-24,11.844,SW
2020-03-24 00:59:00,20,1.54,9.15,25.11,8.61,21.47,11.21,17.23,54.02,16107.8,68.94,41.75,4.87,4.87,4.81,19.99,1.63,237.23,3.23,Privet Aviation,429.85,0,March,3,Tuesday,1,0,2020,2020-03-24,11.628,WSW
2020-03-25 00:59:00,18,1.55,11.5,26.42,12.67,42.53,12.29,14.76,55.9,15538.47,68.05,47.2,4.21,4.21,4.15,23.7,1.52,160,2.18,Privet Aviation,429.84,0,March,3,Wednesday,2,0,2020,2020-03-25,7.848,SSE
2020-03-25 00:59:00,15,1.56,8.47,23.66,17.16,38.93,15.67,12.58,54.57,18478.85,70.35,45.71,0.37,2.28,0.07,23.2,1.8,167.78,2.23,ATC Tower,491.72,0,March,3,Wednesday,2,0,2020,2020-03-25,8.028,SSE
2020-03-25 00:59:00,15,1.55,6.57,23.5,10.23,29.3,17.69,13.13,51.51,11030.56,67.48,44.05,0.35,1.39,0.07,23.47,1.56,171.58,2.22,Secondary Runway 01,0,0,March,3,Wednesday,2,0,2020,2020-03-25,7.992,S
2020-03-25 00:59:00,15,1.54,2.2,18.24,15.61,23.74,5.9,13.61,47.36,9748.64,64.36,40.97,0,0,0,21.25,1.11,145.45,2.39,Secondary Runway 02,482.23,0,March,3,Wednesday,2,0,2020,2020-03-25,8.604,SE
2020-03-25 00:59:00,15,1.56,8.47,20.38,15.03,32.18,9.9,13.67,48.08,19110.1,60.69,41.18,0,0,0,22.82,1.83,161.58,2.25,Royal Terminal,434.62,0,March,3,Wednesday,2,0,2020,2020-03-25,8.1,SSE
2020-03-25 00:59:00,15,1.57,5.55,22.09,7.05,13.79,13.73,12.28,69.28,18927.44,83.12,58.37,3.23,14.79,0.7,22.37,1.59,161.82,2.32,Air Cargo,0,0,March,3,Wednesday,2,0,2020,2020-03-25,8.352,SSE
2020-03-25 00:59:00,18,1.55,10.54,14.1,20.55,56.97,33.85,11.62,59.81,13193.77,66.44,57.24,0,0,0,25.16,1.67,164.74,2.44,Fire Station,510.51,0,March,3,Wednesday,2,0,2020,2020-03-25,8.784,SSE
2020-03-25 00:59:00,15,1.55,11.69,10.35,14.61,25.62,21.98,13.8,54.91,9521.35,71.92,44.69,0,0,0,22.61,1.55,160,2.21,Primary Runway,419.37,0,March,3,Wednesday,2,0,2020,2020-03-25,7.956,SSE
2020-03-26 00:59:00,15,1.53,10.43,10.03,17.06,6.16,21.09,13.31,58.63,13417.55,74.9,45.56,0,0,0,25.69,1.59,179.55,3.32,Primary Runway,422.52,0,March,3,Thursday,3,0,2020,2020-03-26,11.952,S
2020-03-26 00:59:00,17,1.56,11.01,20.53,20.14,11.37,21.01,13.41,61.29,14378.9,78.35,48.64,3.15,18.24,0.56,25.48,1.21,172.5,3.1,ATC Tower,493.64,0,March,3,Thursday,3,0,2020,2020-03-26,11.16,S
2020-03-26 00:59:00,15,1.54,8.66,20.87,16.48,0.25,11.92,14.25,60.91,20647.2,72.85,45.94,0,0,0,25.15,1.76,181.67,3.41,Royal Terminal,434.99,0,March,3,Thursday,3,0,2020,2020-03-26,12.276,S
2020-03-26 00:59:00,17,1.52,13.06,27.07,15.29,2.2,13.57,13.59,57.24,17237.53,69.96,46.38,4.16,4.16,4.11,27.28,1.47,181.18,3.36,Privet Aviation,430.2,0,March,3,Thursday,3,0,2020,2020-03-26,12.096,S
2020-03-26 00:59:00,63,1.56,4.65,21.03,12.04,10.15,24.55,12.46,66.18,17336.19,81.13,54.47,17.95,61.32,3.8,25.56,1.24,180.48,3.24,Air Cargo,0,0,March,3,Thursday,3,0,2020,2020-03-26,11.664,S
2020-03-26 00:59:00,24,1.56,12.95,11.7,23.88,3.24,45.27,11,60.48,13873.98,68.82,57.37,0,0,0,28.3,1.55,176,3.12,Fire Station,510.37,0,March,3,Thursday,3,0,2020,2020-03-26,11.232,S
2020-03-26 00:59:00,15,1.53,4.72,24.95,10.51,37.44,26.41,13,58.69,8622.26,71.86,45.31,2.35,8.13,0.47,26.18,0.86,178.64,3.23,Secondary Runway 01,0,0,March,3,Thursday,3,0,2020,2020-03-26,11.628,S
2020-03-26 00:59:00,15,1.52,1.19,18.87,18.78,29.26,11.61,13.84,53.72,8190.41,68.16,41.58,0,0,0,24.38,0.75,179,3.35,Secondary Runway 02,478.4,0,March,3,Thursday,3,0,2020,2020-03-26,12.06,S
2020-03-27 00:59:00,24,1.54,14.02,10.54,23.86,19.52,44.96,11.79,62.69,11289.84,71.65,58.46,0,0,0,28.28,1.31,182.21,3.97,Fire Station,511.94,0,March,3,Friday,4,0,2020,2020-03-27,14.292,S
2020-03-27 00:59:00,17,1.54,15.84,25.38,18.19,22.48,17.24,14.38,55,11201.95,67.42,45.84,4.09,4.09,4.04,27.44,0.96,177.09,4.18,Privet Aviation,428.82,0,March,3,Friday,4,0,2020,2020-03-27,15.048,S
2020-03-27 00:59:00,17,1.52,15.45,6.67,18.94,6.74,31.81,13.77,59.56,12041.97,74.76,46.11,0,0,0,26.6,1.35,175.25,4.19,Primary Runway,420.78,0,March,3,Friday,4,0,2020,2020-03-27,15.084,S
2020-03-27 00:59:00,73,1.55,4.16,21.77,14.89,33.17,25.6,12.75,65.94,14779.49,80,55.35,22.66,76.3,4.73,26.52,1.29,180.76,4.16,Air Cargo,0,0,March,3,Friday,4,0,2020,2020-03-27,14.976,S
2020-03-27 00:59:00,15,1.52,1.83,18.59,20.42,45.96,14.17,13.71,56.4,12363.19,70.87,41.48,0,0,0,25.63,1.33,171.3,4.34,Secondary Runway 02,479.43,0,March,3,Friday,4,0,2020,2020-03-27,15.624,S
2020-03-27 00:59:00,15,1.55,9.77,20.02,19.96,4.59,17.89,14.25,61.58,20937.2,72.61,46.79,0,0.01,0,26.18,1.87,174.29,4.29,Royal Terminal,435.51,0,March,3,Friday,4,0,2020,2020-03-27,15.444,S
2020-03-27 00:59:00,16,1.53,4.78,25.11,9.65,57.6,30.94,12.97,60.99,12891.66,74.11,45.88,2.89,10.15,0.57,27.29,1.49,185.38,4.18,Secondary Runway 01,0,0,March,3,Friday,4,0,2020,2020-03-27,15.048,S
2020-03-27 00:59:00,16,1.55,12.65,19.93,21.52,44.25,29.61,13.32,61.71,18050.34,79.1,48.03,3.67,16.58,0.68,26.68,1.68,182.3,3.93,ATC Tower,491.54,0,March,3,Friday,4,0,2020,2020-03-27,14.148,S
2020-03-28 00:59:00,21,1.64,15.9,14.55,25.24,10.4,39.41,16.44,57.28,18122.1,71.9,46.51,1.77,6.42,0.38,28.03,1.7,195.15,3.71,ATC Tower,508,0,March,3,Saturday,5,0,2020,2020-03-28,13.356,SSW
2020-03-28 00:59:00,23,1.54,18.31,2.26,22.33,1.93,43.18,16.52,59.24,8729.53,73.86,47.01,0,0,0,28,1.47,210.5,3.36,Primary Runway,443.88,0,March,3,Saturday,5,0,2020,2020-03-28,12.096,SSW
2020-03-28 00:59:00,15,1.57,9.37,14.82,25.7,1.3,29.16,18.18,54.62,15989.5,65.15,42.46,0,0,0,26.94,1.5,201.39,3.5,Royal Terminal,450.04,0,March,3,Saturday,5,0,2020,2020-03-28,12.6,SSW
2020-03-28 00:59:00,38,1.58,5.46,17.18,17.23,5.37,32.88,14.87,67.27,20730.72,80.72,55.97,9.21,27.88,2.2,28.18,1.61,208.23,3.51,Air Cargo,0,0,March,3,Saturday,5,0,2020,2020-03-28,12.636,SSW
2020-03-28 00:59:00,15,1.54,1.71,13.6,23.04,2.85,19.94,17.37,50.46,7505.05,66.39,41.06,0,0,0,26.17,0.94,203.73,3.49,Secondary Runway 02,485.01,0,March,3,Saturday,5,0,2020,2020-03-28,12.564,SSW
