To Date,AQI,CO (mg/m³),NO₂ (µg/m³ ),O₃ (µg/m³ ),H₂S (µg/m³ ),NO (µg/m³ ),SO₂ (µg/m³),R. Humidity (%),Leq (dB),Light (Lux),Lmax (dB),Lmin (dB),PM₂.₅ (µg/m³ ),PM₁₀ (µg/m³),PM₁ (µg/m³ ),Temperature (°C),UV ( Index),Wind Direction (degree),Wind Speed (m/s),Station,CO₂ (ppm),Battery (%),Month,Month Index,Day,Day Index,Hour,Year,Date,Wind Speed (km/h),Wind Direction (compass)
2020-10-13 00:59:00,15,1.52,14.4,15.53,17.79,6.76,10.11,18.21,61.03,7022.14,76.36,47.91,0.3,1.04,0.06,25.09,0.9,291.67,2.53,Secondary Runway 01,0,0,October,10,Tuesday,1,0,2020,2020-10-13,9.108,WNW
2020-10-13 00:59:00,22,1.52,44.35,48.26,36.77,277.09,7.1,18.13,57.11,19156.55,68.02,49.73,0,0,0,25.15,1.87,291.25,2.51,ATC Tower,494.04,0,October,10,Tuesday,1,0,2020,2020-10-13,9.036,WNW
2020-10-13 00:59:00,15,1.51,21.08,20.18,13.3,2.88,5.9,15.46,60.64,6588.27,77.17,44.4,0,0,0,24.35,0.8,292.08,2.61,Secondary Runway 02,478.69,0,October,10,Tuesday,1,0,2020,2020-10-13,9.396,WNW
2020-10-14 00:59:00,15,1.53,8.47,13.02,7.88,34.82,16.48,14.93,55.09,18118.05,65.88,49.77,0,0,0,25.67,1.75,264.17,2.47,Royal Terminal,445.9,0,October,10,Wednesday,2,0,2020,2020-10-14,8.892,W
2020-10-14 00:59:00,22,1.51,45.16,46.08,30.51,135.1,6.39,18.94,57.6,18713.99,68.92,50.17,0,0,0,25.35,1.81,252.5,2.49,ATC Tower,494.69,0,October,10,Wednesday,2,0,2020,2020-10-14,8.964,WSW
2020-10-14 00:59:00,15,1.53,13.85,13.72,17.12,6.6,12.13,18.96,61.75,6999.63,77.17,48.15,0.59,2.61,0.09,25.33,0.88,265.42,2.51,Secondary Runway 01,0,0,October,10,Wednesday,2,0,2020,2020-10-14,9.036,W
2020-10-14 00:59:00,15,1.52,20.61,17.96,12.74,2.77,5.55,15.33,61.02,6310.49,77.49,44.66,0,0,0,24.3,0.78,266.25,2.55,Secondary Runway 02,479.6,0,October,10,Wednesday,2,0,2020,2020-10-14,9.18,W
2020-10-15 00:59:00,15,1.55,20.19,14.47,14.08,4.79,8.1,14.33,61.52,6106.21,77.96,44.69,0,0,0,24.84,0.79,167.25,2.02,Secondary Runway 02,481.8,0,October,10,Thursday,3,0,2020,2020-10-15,7.272,SSE
2020-10-15 00:59:00,15,1.57,11.59,9.72,17.74,8.94,13.26,20.27,63.61,6764.15,79.63,48.52,0.63,2.96,0.1,25.23,0.86,168.38,1.99,Secondary Runway 01,0,0,October,10,Thursday,3,0,2020,2020-10-15,7.164,SSE
2020-10-15 00:59:00,15,1.56,4.95,10.31,8.82,228.31,17.89,15.55,56.41,18150.76,66.37,50.72,0,0,0,25.12,1.8,169.88,1.95,Royal Terminal,449.12,0,October,10,Thursday,3,0,2020,2020-10-15,7.02,S
2020-10-15 00:59:00,18,1.58,37.17,39.68,34.99,802.83,7.21,20.26,58.1,18861.19,68.6,51.03,0,0,0,25.19,1.88,175.83,1.96,ATC Tower,495.13,0,October,10,Thursday,3,0,2020,2020-10-15,7.056,S
2020-10-16 00:59:00,15,1.58,11.63,8.6,19.25,12.5,17.14,18.49,62.29,6653.19,76.73,48.86,0.83,3.18,0.13,25.37,0.83,224.25,2.46,Secondary Runway 01,0,0,October,10,Friday,4,0,2020,2020-10-16,8.856,SW
2020-10-16 00:59:00,15,1.58,21.47,13.41,15.49,4.09,10.66,14.51,60.35,5946.97,76.22,45.44,0,0,0,24.96,0.78,223.83,2.53,Secondary Runway 02,475.06,0,October,10,Friday,4,0,2020,2020-10-16,9.108,SW
2020-10-16 00:59:00,15,1.58,5.78,9.29,8.95,154.53,19.05,15.33,62.38,17371.14,68.29,58.72,0,0,0,25.26,1.67,223.42,2.53,Royal Terminal,450.89,0,October,10,Friday,4,0,2020,2020-10-16,9.108,SW
2020-10-16 00:59:00,18,1.55,37.39,35.57,36.32,665.62,7.62,18.46,58.06,18283.04,68.94,51,0,0,0,25.33,1.81,225.08,2.48,ATC Tower,494.52,0,October,10,Friday,4,0,2020,2020-10-16,8.928,SW
2020-10-16 00:59:00,85,2.42,0,0,71.09,37.73,2.25,62.77,48.52,1.07,57.99,39.88,28.36,31.97,0,30.74,0,49.09,3.75,CS 59 Storage,432.29,100,October,10,Friday,4,0,2020,2020-10-16,13.5,NE
2020-10-16 00:59:00,70,2.42,0,0,77.93,44.54,1.02,63.11,50.47,1.61,61.42,39.47,20.9,24.05,0,30.57,0,49.09,3.75,AE123 Inbound K.S.R,405.38,98.86,October,10,Friday,4,0,2020,2020-10-16,13.5,NE
2020-10-16 00:59:00,81,2.52,0.32,0,63.31,42.88,1.81,63.04,50.19,1.96,59.91,39.44,26.5,29.96,0,30.55,0,49.09,3.75,Family Camp,391.04,98.86,October,10,Friday,4,0,2020,2020-10-16,13.5,NE
2020-10-17 00:59:00,23,1.62,47.42,48.65,38.12,316.22,6.79,26.4,57.75,18116.48,68.64,49.62,0,0,0,24.05,1.82,164.92,1.69,ATC Tower,499.32,0,October,10,Saturday,5,0,2020,2020-10-17,6.084,SSE
2020-10-17 00:59:00,73,1.89,0,0,69.37,39.39,3.8,65.24,48.04,1.04,57.35,39.48,22.46,24.97,0,31.53,0,78.75,2.41,CS 59 Storage,437.3,100,October,10,Saturday,5,0,2020,2020-10-17,8.676,E
2020-10-17 00:59:00,59,1.88,0,0,75.91,41.85,1.23,65.62,49.03,1.6,59.02,39.33,15.73,17.58,0,31.33,0,78.75,2.41,AE123 Inbound K.S.R,408.26,100,October,10,Saturday,5,0,2020,2020-10-17,8.676,E
2020-10-17 00:59:00,16,1.68,14.96,12.49,18.5,9.17,14.75,26.39,60.53,6714.01,75.33,48.62,0.63,2.09,0.12,24.08,0.85,163.25,1.69,Secondary Runway 01,0,0,October,10,Saturday,5,0,2020,2020-10-17,6.084,SSE
2020-10-17 00:59:00,16,1.66,13.3,15.49,11.23,72.42,22.69,16.13,59.66,17422.29,66.3,56.44,0,0.01,0,26.08,1.69,164.92,1.71,Royal Terminal,451.84,0,October,10,Saturday,5,0,2020,2020-10-17,6.156,SSE
2020-10-17 00:59:00,16,1.68,23.8,18.32,15.75,2.96,10.38,16.47,52.45,5857.76,66.56,43.51,0,0,0,24.72,0.77,163.67,1.73,Secondary Runway 02,478.48,0,October,10,Saturday,5,0,2020,2020-10-17,6.228,SSE
2020-10-17 00:59:00,70,1.96,0.06,0,62.08,43.64,4.03,65.56,49.71,2,59.24,39.1,21.17,23.52,0,31.32,0,78.75,2.41,Family Camp,394.99,100,October,10,Saturday,5,0,2020,2020-10-17,8.676,E
2020-10-18 00:59:00,65,2.18,0.24,0,71.23,48.18,12.08,67.26,49.72,2.1,59.21,38.95,18.53,20.59,0,31.57,0,164.75,2.2,Family Camp,495.21,100,October,10,Sunday,6,0,2020,2020-10-18,7.92,SSE
2020-10-18 00:59:00,15,1.55,11.03,14.17,6.08,42.39,12.08,14.89,60.05,17116.02,67.89,56.17,0,0.01,0,25.47,1.65,161.67,1.81,Royal Terminal,449,0,October,10,Sunday,6,0,2020,2020-10-18,6.516,SSE
2020-10-18 00:59:00,15,1.55,23.67,18.61,11.95,4.2,4.66,15.32,56.82,5631.7,72.77,44.42,0,0,0,23.97,0.72,161.25,1.81,Secondary Runway 02,475.36,0,October,10,Sunday,6,0,2020,2020-10-18,6.516,SSE
2020-10-18 00:59:00,21,1.55,42.11,45.27,20.88,98.5,1.52,23.07,57.45,17746.72,70.08,50.23,0,0,0,23.95,1.77,162.08,1.81,ATC Tower,495.45,0,October,10,Sunday,6,0,2020,2020-10-18,6.516,SSE
2020-10-18 00:59:00,68,2.11,0,0,79.39,44,10.56,66.85,48.09,0.97,57.44,39.17,19.99,22.21,0,31.81,0,164.75,2.2,CS 59 Storage,502.12,100,October,10,Sunday,6,0,2020,2020-10-18,7.92,SSE
2020-10-18 00:59:00,53,2.11,0,0,86.73,48.5,6.55,67.39,48.85,1.82,58.55,39.13,13.06,14.73,0,31.57,0,164.75,2.2,AE123 Inbound K.S.R,504.19,100,October,10,Sunday,6,0,2020,2020-10-18,7.92,SSE
2020-10-18 00:59:00,15,1.57,13.79,12.8,15.86,10.04,5.76,23.08,60.9,6688.75,75.66,49.11,0.99,3.36,0.16,24.03,0.82,161.67,1.83,Secondary Runway 01,0,0,October,10,Sunday,6,0,2020,2020-10-18,6.588,SSE
2020-10-19 00:59:00,48,2.04,0,0,85.3,47.47,4.69,67.83,50.1,5.92,60.12,38.8,11.55,13.84,0,31.59,0,226.67,2.57,AE123 Inbound K.S.R,495.59,100,October,10,Monday,0,0,2020,2020-10-19,9.252,SW
2020-10-19 00:59:00,64,2.17,0,0,63.48,46.72,9.22,67.8,52.04,8.78,62.15,41.25,18.09,21.48,0,31.53,0,226.67,2.57,Family Camp,483.28,100,October,10,Monday,0,0,2020,2020-10-19,9.252,SW
2020-10-19 00:59:00,15,1.53,5.48,13.09,8.67,201.82,16.11,15.88,58.8,16593.32,64.79,56.01,0,0,0,24.13,1.66,218,2.04,Royal Terminal,446.35,0,October,10,Monday,0,0,2020,2020-10-19,7.344,SW
2020-10-19 00:59:00,19,1.54,39.12,44.31,30.4,485.04,3.83,21.29,57.46,17487.62,70.17,49.82,0,0,0,23.57,1.79,217.58,2.01,ATC Tower,492.57,0,October,10,Monday,0,0,2020,2020-10-19,7.236,SW
2020-10-19 00:59:00,15,1.54,12.5,12.31,16.48,9.35,9.46,21.22,59.01,6548.39,73.5,48.5,0.96,3.73,0.17,23.65,0.82,218,2.04,Secondary Runway 01,0,0,October,10,Monday,0,0,2020,2020-10-19,7.344,SW
2020-10-19 00:59:00,66,2.09,0,0,72.61,42.64,8.72,67.38,50.53,5.07,60.49,41.42,19.31,22.33,0,31.74,0,226.67,2.57,CS 59 Storage,490.87,100,October,10,Monday,0,0,2020,2020-10-19,9.252,SW
2020-10-19 00:59:00,15,1.54,20.68,17.47,13.14,3.56,6.05,14.96,56.66,5376.95,72.64,44.29,0,0,0,23.66,0.71,208.96,2,Secondary Runway 02,473.55,0,October,10,Monday,0,0,2020,2020-10-19,7.2,SSW
2020-10-20 00:59:00,15,1.53,13.79,13.51,17.19,6.2,11.71,20.8,60.23,6566.62,73.31,49.1,0.35,1.28,0.07,23.6,0.8,215.13,2.66,Secondary Runway 01,0,0,October,10,Tuesday,1,0,2020,2020-10-20,9.576,SW
2020-10-20 00:59:00,15,1.54,18.25,17.71,13.84,3.17,7.89,16.57,59.56,5290.9,75.15,45.49,0,0,0,23.56,0.71,215.13,2.66,Secondary Runway 02,471.51,0,October,10,Tuesday,1,0,2020,2020-10-20,9.576,SW
2020-10-20 00:59:00,21,1.53,43.45,45.94,36.07,190.25,6.73,20.85,57.83,17561.5,69.49,50.88,0,0,0,23.6,1.79,215.96,2.68,ATC Tower,500.1,0,October,10,Tuesday,1,0,2020,2020-10-20,9.648,SW
2020-10-20 00:59:00,15,1.53,9.33,13.13,9.91,65.8,20.91,16.09,59.24,16646.88,67,55.32,0,0,0,24.81,1.68,215.13,2.66,Royal Terminal,448.35,0,October,10,Tuesday,1,0,2020,2020-10-20,9.576,SW
2020-10-21 00:59:00,15,1.5,11.4,9.68,15.71,6.49,8.99,19.76,60.77,6539.29,73.39,49.07,0.45,1.78,0.08,23.72,0.8,219.58,3.19,Secondary Runway 01,0,0,October,10,Wednesday,2,0,2020,2020-10-21,11.484,SW
2020-10-21 00:59:00,15,1.49,5.78,9.46,8.18,91.15,17.84,15.36,59.56,16894.09,67.39,55.5,0,0,0,24.77,1.74,219.17,3.19,Royal Terminal,446.18,0,October,10,Wednesday,2,0,2020,2020-10-21,11.484,SW
2020-10-21 00:59:00,17,1.53,35.55,36.34,32,261.83,5.87,19.77,57.71,18485.79,69.67,50.83,0,0,0,23.62,1.88,220.17,3.26,ATC Tower,504.87,0,October,10,Wednesday,2,0,2020,2020-10-21,11.736,SW
2020-10-21 00:59:00,15,1.49,14.49,13.96,11.67,3.2,7.39,15.72,60.12,5164.41,75.39,45.65,0,0,0,23.35,0.73,219.58,3.17,Secondary Runway 02,472.73,0,October,10,Wednesday,2,0,2020,2020-10-21,11.412,SW
2020-10-22 00:59:00,15,1.51,15.24,12.62,12.94,2.43,7.47,16,60.08,5150.26,76.16,45.43,0,0,0,23.08,0.72,216.17,2.77,Secondary Runway 02,473.79,0,October,10,Thursday,3,0,2020,2020-10-22,9.972,SW
2020-10-22 00:59:00,15,1.51,11.2,8.34,16.55,5.45,11.21,19.29,61.09,6468.09,74.88,48.78,0.47,1.56,0.1,23.55,0.8,215.33,2.82,Secondary Runway 01,0,0,October,10,Thursday,3,0,2020,2020-10-22,10.152,SW
2020-10-22 00:59:00,15,1.51,6.44,8.27,8.96,65.55,19.05,15.35,59.37,16683.1,67.69,54.82,0,0,0,24.82,1.75,214.92,2.84,Royal Terminal,446.36,0,October,10,Thursday,3,0,2020,2020-10-22,10.224,SW
2020-10-22 00:59:00,18,1.53,35.74,34.55,33.34,206.63,6.39,19.39,57.87,18307.57,68.48,51.24,0,0,0,23.5,1.9,214.92,2.82,ATC Tower,504.32,0,October,10,Thursday,3,0,2020,2020-10-22,10.152,SW
2020-10-23 00:59:00,15,1.57,15.09,15.23,12.84,1.61,8.7,16.87,59.83,4991.47,74.5,45.88,0,0,0,23.43,0.68,266.67,3.64,Secondary Runway 02,472.7,0,October,10,Friday,4,0,2020,2020-10-23,13.104,W
2020-10-23 00:59:00,15,1.52,7.96,11.23,7.43,3.19,17.19,16.15,58.9,16261.46,66.34,54.55,0,0,0,24.98,1.65,267.08,3.6,Royal Terminal,444.7,0,October,10,Friday,4,0,2020,2020-10-23,12.96,W
2020-10-23 00:59:00,20,1.53,39.69,41.29,27.33,56.4,5.08,20.16,58.17,17902.13,68.82,50.9,0,0,0,23.93,1.83,267.92,3.64,ATC Tower,503.03,0,October,10,Friday,4,0,2020,2020-10-23,13.104,W
2020-10-23 00:59:00,15,1.52,12.42,11.03,16.61,3.36,9.33,20.16,60.59,6196.69,73.22,48.81,0.51,1.49,0.11,23.98,0.75,267.08,3.62,Secondary Runway 01,0,0,October,10,Friday,4,0,2020,2020-10-23,13.032,W
2020-10-24 00:59:00,17,1.61,34.57,33.85,31.46,76.96,6.34,19.44,58.29,17705.98,69.88,50.42,0,0,0,23.45,1.86,266.42,3.26,ATC Tower,505.47,0,October,10,Saturday,5,0,2020,2020-10-24,11.736,W
2020-10-24 00:59:00,15,1.54,5.78,7.99,8.39,9.56,18.58,15.32,58.38,15762.19,66.58,54,0,0,0,24.33,1.69,268.08,3.24,Royal Terminal,446.52,0,October,10,Saturday,5,0,2020,2020-10-24,11.664,W
2020-10-24 00:59:00,15,1.54,12.65,11.01,11.61,2.38,8.15,15.88,60.39,4886.92,75.57,44.78,0,0,0,22.51,0.7,266,3.24,Secondary Runway 02,472.76,0,October,10,Saturday,5,0,2020,2020-10-24,11.664,W
2020-10-24 00:59:00,15,1.54,10.07,6.97,15.74,5.42,9.9,19.35,62.39,5980.61,74.72,48.75,0.77,2.34,0.16,23.48,0.74,266,3.33,Secondary Runway 01,0,0,October,10,Saturday,5,0,2020,2020-10-24,11.988,W
2020-10-25 00:59:00,20,1.67,41.15,44.09,33.56,284.86,2.91,24.32,57.6,17378.61,69.69,50.02,0,0,0,21.6,1.9,130.5,1.98,ATC Tower,511.05,0,October,10,Sunday,6,0,2020,2020-10-25,7.128,SE
2020-10-25 00:59:00,16,1.63,8.17,13.49,9.69,101.09,15.9,16.55,59.49,15627.12,65.73,56.33,0,0,0,22.99,1.76,122.71,2.02,Royal Terminal,452.36,0,October,10,Sunday,6,0,2020,2020-10-25,7.272,ESE
2020-10-25 00:59:00,16,1.63,19.12,16.43,12.91,4.06,5.74,15.38,54.24,4890.01,69.6,43.28,0,0,0,22.76,0.71,123.67,2,Secondary Runway 02,481.8,0,October,10,Sunday,6,0,2020,2020-10-25,7.2,ESE
2020-10-25 00:59:00,16,1.65,14.06,11.58,16.03,9.52,6.52,24.34,60.33,5941.36,75.05,48.52,0.97,3.36,0.18,21.68,0.78,123.29,1.99,Secondary Runway 01,0,0,October,10,Sunday,6,0,2020,2020-10-25,7.164,ESE
2020-10-26 00:59:00,17,1.78,21.72,18.2,13.13,4.26,8.91,18.72,54.8,4822.6,69.39,43.65,0,0,0,22.43,0.66,150.67,3.45,Secondary Runway 02,491.41,0,October,10,Monday,0,0,2020,2020-10-26,12.42,SSE
2020-10-26 00:59:00,27,1.77,54.99,51.59,28.57,44.86,3.25,30.99,58.86,16835.08,71.33,50.47,0,0,0,22.3,1.79,150.29,3.46,ATC Tower,519.43,0,October,10,Monday,0,0,2020,2020-10-26,12.456,SSE
2020-10-26 00:59:00,17,1.79,14.98,17.83,7.4,4.86,16.64,18.57,61,15055.44,68.7,55.99,0,0,0,23.58,1.65,150.25,3.47,Royal Terminal,463.92,0,October,10,Monday,0,0,2020,2020-10-26,12.492,SSE
2020-10-26 00:59:00,18,1.81,17.01,14.33,16.84,8.36,10.79,30.9,62.47,5908.21,76.72,48.49,0.73,3.27,0.13,22.31,0.74,150.21,3.48,Secondary Runway 01,0,0,October,10,Monday,0,0,2020,2020-10-26,12.528,SSE
2020-10-27 00:59:00,16,1.68,10.97,12.68,11.4,34,3.46,30.28,59.84,17305.04,76.95,46.38,0.68,2.33,0.14,23.63,2.16,154,2.39,Secondary Runway 01,0,0,October,10,Tuesday,1,0,2020,2020-10-27,8.604,SSE
2020-10-27 00:59:00,16,1.63,33.25,23.68,10.69,17.72,1.36,14.9,50.12,14198.12,64.1,41.83,0,0,0,30.67,1.95,154,2.39,Secondary Runway 02,485.74,0,October,10,Tuesday,1,0,2020,2020-10-27,8.604,SSE
2020-10-27 00:59:00,14,1.48,23.84,33.37,0,212.88,0,30.17,58.25,51512.42,70.09,50.05,0,0,0,23.76,5.24,154,2.39,ATC Tower,509.97,0,October,10,Tuesday,1,0,2020,2020-10-27,8.604,SSE
2020-10-27 00:59:00,16,1.64,16.01,17.02,0,15.47,0,14.45,59.2,45649.41,63.93,54.93,0,0,0,31.62,4.59,154,2.39,Royal Terminal,468.84,0,October,10,Tuesday,1,0,2020,2020-10-27,8.604,SSE
2020-11-07 09:30:00,202,7.82,0,0,0,0,810.25,38.23,62.33,41.95,73.9,52.5,39.62,71.93,0,28.03,0,58,1.65,CS 59 Storage,2151.43,100,November,11,Saturday,5,9,2020,2020-11-07,5.94,ENE
2020-11-07 09:30:00,420,8.15,0,30.88,0,23.25,2207.65,38.63,62.06,45.63,71.27,53.87,37.14,75.02,0,27.91,0,58,1.65,Family Camp,2131.97,33.33,November,11,Saturday,5,9,2020,2020-11-07,5.94,ENE
2020-11-07 09:30:00,229,8.57,0,154.25,0,23.85,1023.6,39.09,63.47,50.33,74.32,53.52,36.63,74.68,0,27.96,0,58,1.65,AE123 Inbound K.S.R,2091.28,100,November,11,Saturday,5,9,2020,2020-11-07,5.94,ENE
2020-12-02 00:30:00,17,1.72,32.27,44.56,5.21,0,2.02,92.56,60.87,637.28,74.8,52,0,0,0,16.58,0.02,140,2.6,ATC Tower,623,0,December,12,Wednesday,2,0,2020,2020-12-02,9.36,SE
2020-12-03 00:59:00,18,1.83,6.3,6.11,12.5,10.9,18.65,76.04,65.12,218.07,81.29,48.05,1.79,3.22,1.02,18.85,0.29,148.33,2.58,Secondary Runway 01,0,0,December,12,Thursday,3,0,2020,2020-12-03,9.288,SSE
2020-12-03 00:59:00,17,1.49,34.32,40.48,13.97,56.79,5.06,76.05,60.5,6982.86,73.37,51.9,0,0,0,18.78,0.51,147.92,2.56,ATC Tower,573.27,0,December,12,Thursday,3,0,2020,2020-12-03,9.216,SSE
2020-12-04 00:59:00,17,1.72,7.45,4.77,16.25,13.56,25.44,57.07,65.8,217,81.85,47.94,0.35,0.96,0.12,21.9,0.37,148.33,2.79,Secondary Runway 01,0,0,December,12,Friday,4,0,2020,2020-12-04,10.044,SSE
2020-12-04 00:59:00,19,1.5,38.69,35.73,25.58,74.69,11.63,57.04,61.91,13126.69,75.24,52.92,0,0,0,21.92,1.37,148.75,2.96,ATC Tower,554.4,0,December,12,Friday,4,0,2020,2020-12-04,10.656,SSE
2020-12-05 00:59:00,20,1.6,41.49,39.42,28.11,68.85,12.31,60.05,61.95,13699.27,76.71,51.49,0,0,0,21.98,1.57,135.83,3.07,ATC Tower,485.49,0,December,12,Saturday,5,0,2020,2020-12-05,11.052,SE
2020-12-05 00:59:00,16,1.68,9.2,8.27,16.67,12.38,24.37,59.96,66.33,216.84,81.83,47.43,0.35,0.76,0.15,22.01,0.36,135.83,3.12,Secondary Runway 01,0,0,December,12,Saturday,5,0,2020,2020-12-05,11.232,SE
2020-12-06 00:59:00,17,1.48,34.14,28.27,17.17,67.13,13.36,52.05,62.5,12879.03,77.39,50.76,0,0,0,22.51,1.4,185.42,4.47,ATC Tower,469.86,0,December,12,Sunday,6,0,2020,2020-12-06,16.092,S
2020-12-06 00:59:00,16,1.65,6.64,3.04,15.39,12.94,23.63,52.16,64.16,216.18,80.24,45.42,0.28,0.76,0.1,22.46,0.31,185,4.43,Secondary Runway 01,0,0,December,12,Sunday,6,0,2020,2020-12-06,15.948,S
2020-12-07 00:59:00,16,1.63,26.66,40.7,27.33,57.95,2.02,45.29,58.91,15209.35,70.62,51.41,0,0,0,17.42,1.95,316.25,4.73,ATC Tower,465.9,0,December,12,Monday,0,0,2020,2020-12-07,17.028,NW
2020-12-07 00:59:00,15,1.56,5.74,8.32,11.95,9.02,5.58,45.32,61.92,216.6,78.18,44.44,0.41,0.98,0.14,17.45,0.43,315.83,4.75,Secondary Runway 01,0,0,December,12,Monday,0,0,2020,2020-12-07,17.1,NW
2020-12-08 00:59:00,16,1.66,23.13,33.85,22.51,58.86,1.6,57.34,57.82,14895.3,68.96,50.06,0,0,0,14.24,1.97,251.67,2.48,ATC Tower,477.15,0,December,12,Tuesday,1,0,2020,2020-12-08,8.928,WSW
2020-12-08 00:59:00,80,1.55,34.1,48.73,40.84,4.12,9.51,52.4,52.06,1.92,62.19,38.87,25.79,29.22,0,25.02,0,97.65,2.14,CS 59 Storage,599.14,100,December,12,Tuesday,1,0,2020,2020-12-08,7.704,E
2020-12-08 00:59:00,78,1.68,26.14,0.18,47,3.34,2.88,52.21,56.85,1.29,67.49,38.48,25.04,28.6,0,25.11,0,97.65,2.14,AE123 Inbound K.S.R,525.23,100,December,12,Tuesday,1,0,2020,2020-12-08,7.704,E
2020-12-08 00:59:00,75,1.38,8.68,39.85,98.2,13.63,29.89,52.17,57.14,2.52,68.07,37.66,23.45,32.14,0,25.12,0,97.65,2.14,Family Camp,530.5,100,December,12,Tuesday,1,0,2020,2020-12-08,7.704,E
2020-12-08 00:59:00,15,1.57,3.35,4.32,9.44,8.83,3.14,57.4,58.94,217.35,74.27,45.64,0.28,0.82,0.09,14.23,0.44,252.92,2.48,Secondary Runway 01,0,0,December,12,Tuesday,1,0,2020,2020-12-08,8.928,WSW
2020-12-09 00:59:00,91,1.58,31.73,40.5,39.67,0,9.41,52.39,52.56,7.61,62.72,39.37,31.4,35.4,0,25.35,0,98,2.4,CS 59 Storage,574.31,100,December,12,Wednesday,2,0,2020,2020-12-09,8.64,E
2020-12-09 00:59:00,85,1.4,10.95,39.36,93.42,1.21,29.11,52.59,56.87,35.34,67.93,38.93,28.5,39.51,0,25.28,0,98,2.4,Family Camp,510.53,100,December,12,Wednesday,2,0,2020,2020-12-09,8.64,E
2020-12-09 00:59:00,90,1.71,24.31,0,47.66,0.12,2.25,52.33,56.52,6.67,67.34,39.06,30.92,35.52,0,25.38,0,98,2.4,AE123 Inbound K.S.R,498,100,December,12,Wednesday,2,0,2020,2020-12-09,8.64,E
2020-12-09 00:59:00,17,1.73,22.05,30.37,26.47,75.87,1.78,54.17,58.03,14641.67,68.7,49.74,0,0,0,14.5,1.91,210.33,1.7,ATC Tower,478.01,0,December,12,Wednesday,2,0,2020,2020-12-09,6.12,SSW
2020-12-09 00:59:00,16,1.66,4.93,5.4,9.91,12.43,4.59,54.24,59.28,2160.01,74.3,45.86,0.57,2.5,0.12,14.5,0.45,208.25,1.7,Secondary Runway 01,0,0,December,12,Wednesday,2,0,2020,2020-12-09,6.12,SSW
2020-12-10 00:59:00,18,1.84,32.44,37.73,28.98,77.01,4.51,45.59,59.72,13566.13,71.54,51.3,0,0,0,16.57,1.74,199.63,2.19,ATC Tower,481.73,0,December,12,Thursday,3,0,2020,2020-12-10,7.884,SSW
2020-12-10 00:59:00,18,1.88,8.88,7.95,13,14.75,11.08,45.61,60.05,4059.91,75.76,45.83,0.62,2.37,0.12,16.58,0.42,194.33,2.09,Secondary Runway 01,0,0,December,12,Thursday,3,0,2020,2020-12-10,7.524,SSW
2020-12-11 00:59:00,16,1.67,22.09,30.45,26.13,52.15,2.15,51.63,59.35,14048.98,70.44,52.44,0,0,0,15.32,1.8,179.58,3.08,ATC Tower,484.04,0,December,12,Friday,4,0,2020,2020-12-11,11.088,S
2020-12-11 00:59:00,15,1.59,3.69,3.65,10.72,8.28,4.35,51.41,61.28,4093.21,75.15,46.97,0.67,1.81,0.15,15.38,0.43,180.42,3.08,Secondary Runway 01,0,0,December,12,Friday,4,0,2020,2020-12-11,11.088,S
2020-12-12 00:59:00,16,1.69,21.85,34.22,19.15,53.36,0.39,55.03,58.26,14097.02,69.49,49.17,0,0,0,14.16,1.82,103.96,1.96,ATC Tower,501.12,0,December,12,Saturday,5,0,2020,2020-12-12,7.056,ESE
2020-12-12 00:59:00,16,1.64,4.91,6.18,9.32,9.82,2.12,55.06,59.68,4138.6,73.97,46.34,0.59,2.08,0.14,14.16,0.44,103.67,2.01,Secondary Runway 01,0,0,December,12,Saturday,5,0,2020,2020-12-12,7.236,ESE
2020-12-13 00:59:00,16,1.66,26.65,38.66,15.95,51.88,0.16,50.41,58.42,13290.43,70.29,49.99,0,0,0,14.34,1.7,114.75,1.88,ATC Tower,500.12,0,December,12,Sunday,6,0,2020,2020-12-13,6.768,ESE
2020-12-13 00:59:00,16,1.66,6,7.42,9.77,10.61,2.04,50.31,61.63,4089.22,77.36,46.58,0.52,2.08,0.1,14.35,0.43,112.25,1.88,Secondary Runway 01,0,0,December,12,Sunday,6,0,2020,2020-12-13,6.768,ESE
2020-12-14 00:59:00,16,1.66,6.61,6.67,10.54,10.59,2.59,49.95,60.94,4124.35,76.81,46.9,0.4,1.54,0.08,14.23,0.46,116.5,1.66,Secondary Runway 01,0,0,December,12,Monday,0,0,2020,2020-12-14,5.976,ESE
2020-12-14 00:59:00,17,1.7,24.65,34.06,23.31,56.91,1.36,50.05,58.73,13917.37,69.73,51.55,0,0,0,14.17,1.78,117.13,1.67,ATC Tower,500.41,0,December,12,Monday,0,0,2020,2020-12-14,6.012,ESE
2020-12-14 05:30:00,154,6.28,0,129.02,1972.76,0,466.18,56.14,58.74,51.43,70.84,43.04,60.45,83.21,0,27.42,0,30,2.1,CS 59 Storage,1140.63,100,December,12,Monday,0,5,2020,2020-12-14,7.56,NNE
2020-12-14 06:30:00,818,8.31,0,247.58,7524.74,0,4300.19,59.01,53.64,53.36,65,41,60.18,95.64,0,27.26,0,10,1.5,AE123 Inbound K.S.R,1149.91,100,December,12,Monday,0,6,2020,2020-12-14,5.4,N
2020-12-14 07:30:00,153,6.83,0,123.86,2463.26,0,335.21,59.16,52.3,54.78,61,41,59.93,100.38,0,27.44,0,49,0.99,Family Camp,1297.34,100,December,12,Monday,0,7,2020,2020-12-14,3.564,NE
